Identifier,F518_21h,F518_29h,F518_33h,F518_37h,F518_41h,F518_45h,F518_49h,F518_53h,F518_57h
SCO6980,7.986508885,6.977797293,7.014724185,7.726191143,7.723650181,8.121037276,8.233663875,8.107432781,8.137874579
SCO6981,7.244341366,6.590448995,6.703627791,7.102233401,7.219648046,7.364346755,7.512801337,7.643630229,7.286526022
SCO6982,7.689586495,6.878453447,6.687515696,7.240895974,7.206983619,7.580665238,7.719714603,7.800932053,7.652023358
SCO6983,7.899334269,8.041684441,6.743984849,6.893361464,6.284354916,7.017005707,6.82142768,7.134697413,7.899190405
SCO6984,7.333657429,6.703133761,7.022460562,7.99316804,7.628936403,7.805684277,8.291219797,8.47251377,8.128755718
SCO6985,6.648800319,6.226422927,6.628656844,7.129096156,7.319850977,7.398673969,7.601989382,7.708025897,7.546237007
SCO6986,7.442651606,7.364011965,7.208719676,7.982679062,7.583893395,7.571732503,7.531613341,7.72277055,7.694679939
SCO6987,4.910332347,4.716893852,5.070743613,5.604167985,5.607256207,5.186997572,5.243403102,5.406028476,4.602955436
SCO6988,8.995957461,8.367809336,8.116736676,9.035188578,9.115060191,9.058332884,9.316013923,9.134343018,8.982529611
SCO6989,7.818358611,7.18070252,6.120444749,6.139850196,6.067962042,6.329984871,6.077788146,6.26622282,6.146960245
SCO6990,9.091303387,8.219945329,7.855268524,7.037787843,7.30136632,6.893769556,6.808927925,6.891146997,6.875585401
SCO6991,1.389721514,0.062248843,2.169339563,2.038922954,3.358071265,2.559538195,3.212135001,2.629619391,3.055279422
SCO6992,7.574226147,7.324364992,7.736127354,9.271055694,12.57415534,13.21213346,13.02247929,12.60189258,12.48729424
SCO6993,6.127897465,5.963127529,6.480885007,7.028562711,8.888410597,9.531049091,9.396426378,8.961322372,8.82824339
SCO6994,8.717291623,8.814660576,8.651820555,8.892291725,9.329182904,9.173246796,9.216805875,9.168343023,8.84694021
SCO6995,6.183280419,6.306870467,7.097499571,7.184415187,8.952050653,9.621786755,9.424437219,9.259320631,8.96625732
SCO6996,9.338476552,9.367691261,8.833560027,8.335984214,8.995008468,9.777249034,9.75741024,9.346740921,9.5959193
SCO6997,8.702147232,8.698338346,8.0125045,7.726976529,8.52397503,9.224185734,9.169954506,8.617222061,8.9064623
SCO6998,6.142847399,6.048259153,6.409661706,6.771203472,7.295149644,6.870170308,6.805358381,6.863522822,6.184323964
SCO6999,6.283698294,6.325195313,6.42840999,6.234553833,6.467940879,6.176364377,6.305960332,6.191121438,6.305064099
SCO7000,12.51528983,12.70567889,12.66483693,11.90465668,12.53236913,12.70738437,12.50150178,12.48813648,12.42795873
SCO7001,8.601548033,8.01107243,7.295145541,7.381169532,7.223772967,7.384588745,7.315799692,7.281639678,7.66845087
SCO7002,9.498482842,9.162314921,9.233672902,8.956984176,9.101116368,9.024868181,8.926095524,9.065131246,8.759350141
SCO7003,9.93106839,9.88607256,9.372482918,9.119427857,9.117262006,9.183998074,9.352498073,9.249066628,9.343152999
SCO7004,9.916502507,9.958276954,9.490458171,9.831232357,9.946823599,9.8665086,9.924781409,9.849571938,9.858371678
SCO7005,7.825081458,7.710990581,7.86499863,8.178898556,8.420345642,8.154059809,8.232929171,8.199996592,7.88764204
SCO7006,6.431360486,6.392603517,5.713484125,6.596311678,6.519597937,6.417723166,6.423242095,6.595216023,6.269339373
SCO7007,4.828849087,4.342986445,4.693976224,8.045097124,7.405086831,7.519079044,7.663629883,7.578461723,7.830715685
SCO7008,6.203787804,6.240213707,7.630461028,7.74116205,8.327938246,8.020995401,8.540448517,9.420120339,9.659027061
SCO7009,9.773334678,9.719619173,9.825285722,9.738892073,10.00634585,9.920928232,9.970981708,9.883107976,9.768384573
SCO7010,7.727620391,5.713854434,7.062528032,6.567547706,7.5113671,6.858046718,6.883666166,7.045819083,6.516516437
SCO7011,8.353159726,5.221919274,5.655435009,5.339095764,5.282217403,5.249653633,5.318565317,5.153346303,5.784445096
SCO7012,8.566762826,5.491391553,5.891944432,5.533116067,5.623350225,5.798140235,5.685387516,5.303330269,5.720965543
SCO7013,10.96352186,6.79052319,6.955145094,6.695042342,6.710732448,6.540797409,6.404460311,6.398879961,6.349270041
SCO7014,8.982084762,7.143788523,6.49445936,6.16127668,5.848006368,6.22022346,5.75565723,5.803463847,5.852724537
SCO7015,9.369774665,7.906948416,9.371691646,8.482497999,9.205120708,8.501591912,8.503295093,8.575769438,7.955499371
SCO7016,8.622896763,8.477498817,7.716006421,7.534991822,6.979394651,7.483496733,7.337806949,7.289682879,7.655864574
SCO7017,7.735927363,8.018039087,8.074990798,8.692158104,8.339881203,8.180039733,7.809338801,7.741121993,7.65158749
SCO7018,10.44538846,10.24459716,10.14213399,9.71879407,9.640842075,9.575178113,9.558401415,9.297638839,9.327986329
SCO7019,6.105702978,6.070949778,8.007062705,7.421613341,8.014924553,7.578163017,7.268203832,7.660772711,6.998011155
SCO7020,5.531717721,5.662723521,6.824320933,6.463024548,6.614589851,6.512667067,6.413959284,6.19936767,6.507503728
SCO7021,11.71440687,11.69672617,11.32045654,12.37953054,12.22716806,12.23085891,12.20760999,12.18793011,12.21631121
SCO7022,9.704737457,9.500191116,9.021291732,9.900869287,9.913029965,10.01950472,10.06311522,10.13006932,10.15268325
SCO7023,8.160357343,7.959463931,7.764788798,8.282419059,8.136208217,7.86564655,7.878523029,7.886197701,7.491885924
SCO7024,7.349709137,7.155290415,6.644151873,6.620181046,6.478603766,6.60215238,6.531673936,6.62804166,6.871402652
SCO7025,7.071553159,6.917586872,6.073629463,6.853442532,6.674734788,6.639969998,6.546202784,6.566103726,6.407432858
SCO7026,5.067660191,5.241069562,3.957355579,4.284134522,3.972355295,4.495601488,3.812782283,3.946624588,4.677576626
SCO7027,7.103901247,6.918903972,6.934865725,6.649177459,6.909180862,6.591818427,6.580925617,6.507091932,6.682235566
SCO7028,5.733134148,5.605308503,6.230355503,5.925692179,5.864536305,6.169403871,6.129276432,5.986595958,6.30102253
SCO7029,4.54149445,4.91676598,5.652462068,5.530540411,5.786787184,5.50287869,5.434467824,5.661421899,5.545924368
SCO7030,4.478035954,4.550637724,5.804576493,4.702798926,5.288060699,5.508300895,5.218442054,5.238128034,5.249784362
SCO7031,5.816310625,5.857129397,8.104836092,7.534125934,8.456328713,7.429517917,7.731496065,7.907967037,7.134247586
SCO7032,7.340288199,7.393038298,6.635910812,6.781410583,6.368984132,6.565840966,6.539398869,6.519825543,6.989447882
SCO7033,8.051544745,8.332165659,8.512677893,8.681643608,8.907587144,8.474997977,8.486571529,8.478679295,8.224838622
SCO7034,5.357777025,5.537430799,6.675083745,6.685264363,7.389822807,6.7625134,6.773715076,6.951239751,6.428475203
SCO7035,5.513125979,5.567759285,7.029377262,7.249793392,7.725677714,7.292052042,7.342539138,7.435971698,6.885358703
SCO7036,12.027504,11.8980798,11.61483687,9.452466117,9.424856441,9.491254993,9.343760867,9.466354061,9.250962768
SCO7037,7.499364703,6.378929817,8.318890494,7.372048182,8.480775894,7.601509062,7.656624057,7.930036351,7.211202488
SCO7038,8.776217581,8.981146756,9.449873779,8.960932383,9.398565968,9.029533808,8.984048437,9.041407252,8.743008821
SCO7039,5.982925417,5.938155158,4.965182265,5.034583053,5.197142124,5.306952559,5.317545746,5.28800735,4.602202273
SCO7040,10.96360766,11.64237351,12.01615067,10.41189921,10.99422472,11.25153487,11.19032176,10.87259848,10.50182949
SCO7041,8.167827729,7.583575187,6.507794001,7.251735956,6.51867271,6.94363158,6.737100463,6.690454939,7.150597005
SCO7042,8.233034179,8.682597676,7.808623178,7.565931896,7.300581186,7.653550405,7.970306093,7.528406246,8.093831772
SCO7043,6.813539703,7.224144228,6.097328508,7.223946581,6.602761723,7.091807908,6.91775837,6.895760769,7.561631422
SCO7044,6.722052324,6.58012189,5.413552403,5.625148334,5.551763487,5.448829013,5.679309807,5.628376146,5.449057977
SCO7045,5.069647909,5.393248375,5.053450203,4.463528927,4.672930095,4.652009481,4.311361935,4.661921192,4.698800563
SCO7046,5.600875319,5.157897016,5.371635425,4.719027497,5.122030776,5.011378391,5.070408107,4.912017229,5.2676619
SCO7047,8.224160588,7.518811702,7.400913239,7.715076482,6.912379148,6.930639295,6.879826099,6.766574615,6.994351041
SCO7048,8.15213365,8.163344137,8.223717853,8.129731238,8.137650178,8.356894838,8.253145103,8.199874852,8.248681316
SCO7049,7.227691309,7.265442393,7.126950585,6.96242816,7.145160296,7.028403335,6.88752691,6.997068159,7.055618797
SCO7050,6.890527975,6.747608209,6.597648611,6.571413051,6.787859405,6.712414317,6.610541178,6.786328632,6.495848654
SCO7051,6.484122034,6.27961022,7.166796273,6.781593369,7.315811339,6.56107255,6.854956657,7.022046297,6.806710551
SCO7052,5.063015395,5.040820302,4.599635074,3.700741284,4.911192927,3.225588036,4.344577505,4.709143187,4.291174838
SCO7053,5.598306166,5.656132708,5.087492167,5.4537205,4.952433812,4.980685395,4.585038054,4.568582378,4.95861382
SCO7054,6.376425581,6.122889559,5.628349519,5.719365782,5.877492322,6.073658318,5.982958061,6.216732708,6.096927476
SCO7055,6.566326945,6.296047787,6.132605872,6.253689547,6.85526932,6.570727039,6.736205426,6.825901968,6.687411923
SCO7056,7.892372432,7.645244319,6.714674622,8.826914427,8.069131755,8.137185952,8.316750186,7.966907794,8.288899532
SCO7057,9.568081044,9.135977041,8.814614639,9.126581808,8.989808657,8.95994835,8.911649039,8.875501617,8.821149
SCO7058,6.755869776,6.972694777,6.159505412,6.364851469,6.087501237,6.269370682,6.204366424,6.184316628,6.173036121
SCO7059,7.788919337,7.682841441,6.90023537,7.35860759,7.1386535,7.355027655,7.256218522,7.300311916,7.441662117
SCO7060,8.115673101,8.100134541,7.378406306,7.595733225,7.261193096,7.463635359,7.392814365,7.636417652,7.762993208
SCO7061,7.025362198,7.058777703,6.162471308,6.41213663,6.364426026,6.431545326,6.29620937,6.333224699,6.349725216
SCO7062,8.605383585,8.022554612,7.202678171,7.319891534,7.13072445,6.810882261,6.83090252,6.834986652,6.818476421
SCO7063,7.542724125,7.490266783,8.222363418,8.131121533,8.463543306,7.915402736,8.046671862,8.086147528,7.685766403
SCO7064,5.547513917,3.983582376,5.776401506,5.735806164,6.055995763,5.826149321,5.903105454,5.711867619,5.723999836
SCO7065,6.906905982,7.382123102,6.497332499,7.324074142,6.893041177,7.172540924,7.208020465,7.05014642,7.713462827
SCO7066,6.656954717,8.020007206,8.43095977,7.997582166,8.614507969,8.271732879,8.481828752,8.538654388,8.27241642
SCO7067,7.403011598,7.614864012,6.566569076,6.526686483,6.420605164,6.775535089,6.770948091,6.814086203,7.210963847
SCO7068,4.002135356,3.758491658,4.857702497,4.84386723,5.357913843,4.781405897,4.810925132,4.780222896,4.289825523
SCO7069,4.898821413,4.919953544,5.922431447,5.77940243,6.025604655,5.963987173,5.712059292,5.808792808,5.33800658
SCO7070,6.293575635,6.086127407,5.786568807,5.471017635,5.836846748,5.451773024,5.594920874,5.237729203,4.844347937
SCO7071,7.52500013,7.216519905,6.01000934,7.173652373,6.838892059,7.298352427,7.393421541,7.255467878,7.466154583
SCO7072,8.280586795,8.111268566,7.478750533,7.736881143,7.537948364,7.808031095,7.795462477,7.713557437,7.917719861
SCO7073,9.669908454,9.447714318,9.238954637,9.139581726,9.125099454,8.977354185,9.074455323,9.015714297,8.984632176
SCO7074,2.471525893,1.934522047,1.792294264,2.166444999,1.93842494,1.791777181,1.712975881,1.876230342,2.910112231
SCO7075,8.193243265,8.133037859,7.488283875,7.421009697,6.807238918,7.21376977,7.192708636,7.157656532,7.596708656
SCO7076,8.498901082,8.487922321,8.637464771,8.358348062,8.625029355,8.259552181,8.188064209,8.226643009,7.98293853
SCO7077,7.680412942,7.531240426,8.529520599,8.350062539,8.546449963,8.023403859,8.077112506,8.026851248,7.827111405
SCO7078,5.329102896,5.206430646,4.823789519,4.55156856,4.628692326,4.69596873,4.430757448,4.423553708,4.737851126
SCO7079,5.406078046,7.661055188,6.902618874,6.931492607,6.231522964,6.656719557,6.445426788,6.559138671,7.235283871
SCO7080,8.256431287,7.760874433,7.540933555,6.964966149,6.884594033,6.569042112,6.506968394,6.511100273,6.365231483
SCO7081,8.988534541,8.653812455,8.453717242,8.178152717,8.062527403,8.119524257,8.222824159,8.225466274,8.358094926
SCO7082,3.780345876,4.105009549,5.210735802,4.046534678,4.789009154,4.794409358,4.488573042,4.422392088,4.130690024
SCO7083,2.915111791,0.755957623,1.629444963,1.439384605,1.843110579,1.29789859,0.865097627,1.183113331,1.863953987
SCO7084,3.373547176,3.339230596,2.153063044,2.259124632,2.74960529,1.735996497,2.727810395,2.574341522,2.199369187
SCO7085,5.309024839,4.627738935,3.184895852,3.775044823,3.084956481,2.666955589,3.296895689,2.623834115,3.480949908
SCO7086,8.391218302,7.959979631,6.630580538,6.335017296,5.706088611,5.960102111,5.838403116,5.898445305,6.179973395
SCO7087,7.831959378,8.11599352,7.471171881,6.818158363,6.7492474,6.551038639,6.512398087,6.602750235,6.631869763
SCO7088,5.38826074,5.035496344,5.453040398,4.977187301,5.461515539,5.182673136,5.04514607,5.034590494,5.257576324
SCO7089,6.358995121,6.294365451,7.023051897,6.275184858,6.781861383,6.53170447,6.455470539,6.395753413,6.559445755
SCO7090,6.621345013,6.413266301,8.220519872,7.398762422,8.261002987,7.628464764,7.696737059,7.680618187,6.921347031
SCO7091,3.657184097,1.212978147,1.603828453,0.812392782,1.351236649,1.941755721,0.836240545,0.837752637,1.094882736
SCO7092,6.712567571,6.393517276,5.73432562,6.402856428,5.70335766,5.866847017,5.740022431,5.573895431,6.201601976
SCO7093,10.28561119,9.962421775,10.12577047,10.03354129,10.35665175,10.11739302,10.10143596,10.07233327,9.740018373
SCO7094,4.973676168,4.590575127,6.502680291,5.939592301,6.652139237,5.707141838,5.975747993,6.244825242,5.909503353
SCO7095,4.854800496,4.484766989,5.741794819,5.313579459,5.559941865,5.630901255,5.65478113,5.492045079,5.863080953
SCO7096,4.141761948,3.183512365,3.651470736,4.082014265,3.803057882,4.040367085,4.069123687,4.101502845,4.145155929
SCO7097,4.908159034,3.885591699,5.333709809,5.377940863,5.413660288,5.44957922,5.150520598,5.441927652,5.363662966
SCO7098,4.619807835,4.166531222,4.458018831,4.84980133,5.044897287,5.308358696,5.288476592,5.190035737,5.319180859
SCO7099,5.45445268,4.591115274,6.346677268,5.894008895,6.021222886,5.58395467,5.905800844,5.605714482,5.70230672
SCO7100,6.417830561,6.291844125,6.209529735,6.541298421,6.252790293,6.332782459,6.159924967,6.444613512,6.523640587
SCO7101,7.638941684,7.153654757,7.564657635,7.190353086,7.467515082,7.127353719,7.011558607,7.172363104,7.124199757
SCO7102,11.17525486,10.66883641,10.50635228,9.941647228,9.736883766,9.929964496,9.982189996,9.652155426,9.779549189
SCO7103,2.282210121,3.759178473,3.799732574,3.644726275,3.863453102,3.637277477,3.861767876,4.214741832,3.321420176
SCO7104,9.427086728,9.441630245,9.276347482,8.885226595,8.653397517,8.802886332,8.990682986,8.864426936,9.02481017
SCO7105,4.851668114,4.715384697,6.043569334,5.623272472,6.223967199,5.938755232,5.82978141,5.803633703,5.916398938
SCO7106,3.7457921,4.563294091,3.34399362,3.404631027,3.018219558,3.679723275,3.297611084,3.453807097,3.809274844
SCO7107,4.451935611,4.332281609,5.380659528,4.796387577,4.698805028,5.135017063,5.0431685,4.72472759,5.060843317
SCO7108,5.368242943,5.486416516,5.684812463,5.646983201,5.744523559,5.935504276,5.811881916,5.728864138,6.264396762
SCO7109,6.327663915,5.879316242,7.246167067,6.443424341,7.545906524,6.960411687,6.831634305,7.098064076,6.664622388
SCO7110,1.449723807,3.260522446,3.625644564,3.597395139,3.407902043,3.974422523,3.063761443,4.218636177,4.063059169
SCO7111,6.913032567,6.660507402,5.817271266,5.410713237,5.477990914,5.880904403,5.731546345,5.633618432,5.606114817
SCO7112,8.739700247,8.295196367,8.211695356,7.450074193,7.604302148,7.985327739,8.089079619,7.715504816,8.076434741
SCO7113,2.179722071,4.220390558,4.493630285,4.064243028,4.808339283,4.399189873,4.589354562,4.719055516,3.995556837
SCO7114,4.0150358,4.55003391,5.992143111,6.188459506,6.546782332,5.762421044,6.085030316,5.921546758,5.509073819
SCO7115,4.116619882,4.785411593,6.479095911,5.737708864,6.454019254,6.059565004,5.714136858,5.98247382,5.820656761
SCO7116,4.014131833,4.498853551,5.465397308,5.822152134,5.8722108,5.38347733,5.641436399,5.437995242,5.168002729
SCO7117,3.329354883,5.229190863,6.787420974,6.651182719,6.97561614,6.128272499,6.471251903,6.776091288,6.19415888
SCO7118,2.684275278,1.872553815,4.750531137,4.58674614,5.428185448,4.805101604,5.140743142,5.109832441,5.136186319
SCO7119,4.274408067,3.238544293,6.021172973,5.957261381,6.209245761,5.511899465,5.582819124,5.660519182,5.862472465
SCO7120,6.146840817,5.696200618,7.111617301,6.572844823,7.005459149,6.467808996,6.473206389,6.553248478,6.508910123
SCO7121,2.603727768,4.466025024,5.620248943,5.306243464,5.624834872,5.270730472,4.764887715,5.240296047,5.403651058
