Identifier,F518_21h,F518_29h,F518_33h,F518_37h,F518_41h,F518_45h,F518_49h,F518_53h,F518_57h
SCO1258,5.189381026,5.484893404,6.487630225,6.446318054,6.663270858,6.474986485,6.406992717,6.346092802,6.079073269
SCO1259,7.330100231,7.457128095,7.770995553,7.935672715,7.78215391,7.733355589,7.746285317,7.745387398,7.578571537
SCO1260,8.737489437,8.841635644,8.042504329,8.023555638,7.611762656,7.987211778,8.025354355,7.916817166,8.196728177
SCO1261,9.267707107,9.36619635,9.263843405,9.198312995,8.890857455,8.8758796,8.852770798,8.783673012,8.561503527
SCO1262,9.768829558,9.722236855,9.412532924,9.928066653,9.765850956,10.01912269,10.12366698,9.938500124,10.0195619
SCO1263,7.1246405,7.016697253,6.639275306,6.98614013,6.922927834,6.933601654,6.974367862,7.010904069,6.799694818
SCO1264,6.398419907,6.006598643,6.678532305,6.290956518,6.75716222,6.524216583,6.160423223,6.416145394,6.260757249
SCO1265,5.406211946,5.31018504,6.061589633,5.459498667,5.65884059,5.766432317,6.108232454,5.584743621,5.451654202
SCO1266,3.442971313,4.323855104,6.297937938,6.180511798,6.748192982,6.319370596,6.400716061,6.516566104,5.779176266
SCO1267,1.389721514,1.670024122,2.203168993,2.07073824,2.470923781,2.886041407,2.681944271,2.669903437,2.590351367
SCO1268,5.653443917,5.550799867,6.346176691,5.788359173,6.440772939,6.0579226,6.315411995,6.128710117,5.754250424
SCO1269,5.540946549,5.737352125,6.18496726,6.077325478,6.132073223,5.992612531,5.681748347,6.078956619,5.707090316
SCO1270,4.664428986,4.723844076,5.992611854,5.725260507,5.93349205,6.182648897,5.883859046,5.93095076,5.88946296
SCO1271,5.256872314,4.873397202,6.429616925,6.099560831,6.33522823,6.1527195,6.236058931,6.441785469,6.070193948
SCO1272,3.122547194,3.392867935,3.775395217,3.736427432,3.911908964,3.518308462,3.830826371,3.925263031,3.335657152
SCO1273,5.653001595,5.983048522,6.623539113,6.754572158,6.870611439,6.58445699,6.609981492,6.598615396,6.380971917
SCO1274,5.403767921,4.669477388,5.815661195,5.753808903,5.930302765,5.817526309,5.666473225,5.461574766,5.103741081
SCO1275,6.151927592,6.506614816,7.212128581,6.614734806,6.92449423,6.732210756,6.842410403,6.728835123,6.546488922
SCO1276,5.322168695,5.641730137,4.985292239,5.564334529,4.647463375,5.245365938,5.344817777,5.369382351,5.905117035
SCO1277,4.672558613,4.753210977,3.681846838,4.41126385,4.194254412,4.789455391,5.109266234,5.027957575,5.180600031
SCO1278,6.104781761,6.317274225,7.279259939,6.920192318,7.414171653,7.186923052,7.338363306,7.243871684,6.847984522
SCO1279,6.452028058,6.02089751,6.14284089,6.200782003,6.169676316,5.888561596,6.18275976,6.053601967,5.759439204
SCO1280,4.765555491,4.547893642,6.612440706,6.04205708,6.424516088,5.869888358,5.877308334,6.326460741,5.673481624
SCO1281,3.2331784,4.63082676,6.017251099,5.625068432,6.146609184,5.519611286,5.806871821,6.041332787,5.172805756
SCO1282,3.794067212,2.772257476,4.012931853,4.33264126,5.049941778,4.511269474,4.845744108,4.706859856,3.915127231
SCO1283,4.027335988,3.398541612,4.687466376,4.57205123,4.340780854,4.998447946,4.578444608,4.126825116,4.919329075
SCO1284,5.129438161,4.89561642,6.979357266,6.608565878,7.013564293,6.600286967,6.689385637,6.711750249,6.112763246
SCO1285,4.469784175,4.829265786,6.577498856,5.918300475,6.349447738,6.018503942,6.235812923,6.046838599,5.967023547
SCO1286,5.389711587,5.287967846,6.812195437,6.270253096,6.407572451,6.166063069,6.421075058,6.451242841,6.181990489
SCO1287,4.645113006,4.543362927,5.985295333,5.325763054,5.861375944,5.771198871,5.710570319,5.747436363,5.449852097
SCO1288,3.249028288,3.492421675,4.673474642,4.346512591,3.942508796,4.316358144,4.276957505,3.741626971,4.019584919
SCO1289,8.17811328,8.486040849,8.637347095,9.31931732,9.420018804,9.698721067,9.628316526,9.563988576,9.478729077
SCO1290,7.321834,7.397130522,8.023145412,12.31580097,11.59213001,11.58166074,11.50716226,11.5949299,11.41344601
SCO1291,7.55988928,7.749788859,7.986373132,8.860921239,8.603422299,8.47566925,8.637045863,8.77647797,8.709029761
SCO1292,7.636696591,7.967535069,8.707475008,8.95999124,9.09053803,8.766892158,8.908175427,9.319012571,9.003284128
SCO1293,9.817885631,6.921724525,6.839813787,13.11102073,12.71571774,12.79574944,12.83210059,12.77729275,12.81085761
SCO1294,6.051094736,5.711787517,6.676236712,7.202043016,7.438268571,7.191381104,7.289536322,7.295225581,6.784553519
SCO1295,7.932151849,7.717870445,6.813077288,7.372786354,6.600403312,7.002049002,7.060281704,6.990520717,7.618401899
SCO1296,10.76694635,10.21246026,10.18931617,10.46867364,10.35225611,10.33477366,10.44085407,10.63570738,10.64610618
SCO1297,9.573708744,9.467513734,8.983683203,8.873949263,8.231812733,8.416296981,8.589809795,8.414366069,8.733274503
SCO1298,6.176700563,6.204447303,5.901804558,6.115784541,5.736844583,5.850512916,5.894482557,5.961753563,5.650819835
SCO1299,7.628572575,7.368825052,6.463508331,6.621042141,5.966180209,5.992725587,6.186633581,5.954852424,6.305004933
SCO1300,9.066656128,8.805322706,9.017860916,8.88339864,9.20813842,8.935049774,9.00758543,9.083409484,8.580416226
SCO1301,9.540107321,9.137814599,8.949996479,8.829966882,8.931086382,8.891924042,8.862181437,8.824607469,8.698641981
SCO1302,8.085272286,8.083846213,7.145001713,7.259171357,6.954377151,7.289900794,7.418242495,7.277278988,7.578593077
SCO1303,6.802497931,6.781527798,6.150521443,6.622190015,6.512004594,6.75112269,6.900221377,6.939116641,6.870672809
SCO1304,8.631680544,10.4020266,9.048009979,9.42316734,9.208153438,9.345031757,9.543134248,9.57422951,10.05079977
SCO1305,6.043756877,5.972896112,7.107462445,7.190413878,7.440597669,7.072055314,7.171896502,7.200061125,6.707166455
SCO1306,4.997285621,5.57312471,6.250754005,7.016510527,7.131476001,6.822438611,6.743279554,6.867743254,6.164960327
SCO1307,8.334239475,7.886789084,7.688478672,8.326767504,7.841769181,7.455397653,7.578157113,7.838629706,7.61888303
SCO1308,8.996946216,8.691525637,8.733650873,8.510770282,8.737368028,8.688572537,8.699325525,8.73534379,8.543393623
SCO1309,5.917270707,4.945737873,4.364008158,4.672731957,4.716280915,4.671289259,4.7326792,4.396396948,4.224639476
SCO1310,6.448524936,6.21245146,6.263611395,6.953902601,7.153532577,6.848173541,6.941404531,6.993988903,6.09904391
SCO1311,9.240747851,8.625656464,7.691777773,7.496276272,7.169464185,7.471227832,7.378424826,7.253222491,7.737007909
SCO1312,8.186422784,7.636140586,6.863298529,6.837145604,6.646041707,6.651845502,6.615435796,6.597119276,6.930048277
SCO1313,7.054982491,7.400564695,6.81827778,7.041606005,6.731665107,6.584848278,6.916784799,6.74960815,6.688204519
SCO1314,8.763604763,8.432419564,8.003116015,8.74071234,8.097200066,8.362064667,8.191361896,8.242638111,8.524181303
SCO1315,9.065886185,8.898211372,8.333053821,8.067175251,7.566933712,7.837369528,7.92382054,7.665285855,8.078853638
SCO1316,10.65650349,10.62887911,10.44086288,10.57578385,10.39478888,10.5270808,10.57456479,10.50029445,10.71701297
SCO1317,6.842521678,6.829366892,5.875716632,5.888625019,6.150515285,6.683561442,6.717590273,6.559954686,6.712579015
SCO1318,7.554204323,7.443172592,6.530043098,6.157623861,6.27373861,6.311849562,6.253793472,6.323626156,6.262462037
SCO1319,10.43857477,10.43145996,10.38134926,10.26983135,10.35031283,10.30840013,10.28234935,10.15210258,10.0269018
SCO1320,9.260290747,9.377980213,8.853628082,9.133136702,8.824253892,9.123401265,9.303157393,9.220056129,9.474142931
SCO1321,7.64354515,7.696941735,8.20728656,8.708101532,7.936773385,7.908383893,7.956688537,7.80911686,7.930394004
SCO1322,7.223140817,7.505885121,7.385990261,7.656194034,7.47805967,7.683860037,7.600346418,7.731428783,8.094673586
SCO1323,8.187605441,8.492438015,8.146741813,8.363037556,8.255631444,8.450899759,8.676053652,8.601942791,8.798962115
SCO1324,5.607381771,5.718013024,6.477938971,6.131203182,6.637801932,6.351767194,6.474969464,6.464118872,6.095346205
SCO1325,7.371042681,7.200261616,6.284233104,6.440852352,5.858213555,6.499628719,6.140539286,6.406111606,7.051426297
SCO1326,9.39792846,8.777620879,8.70201285,9.834216207,10.04777103,10.07839137,10.0955642,10.02758688,10.07169866
SCO1327,8.417779596,8.115498455,7.923394398,8.407652888,7.879243415,7.914751528,7.864810476,7.778286253,8.213561023
SCO1328,5.03406418,5.673182871,5.723610932,5.102990369,5.44817002,5.771190567,5.390061153,5.410046221,6.072800164
SCO1329,1.257719377,1.156932824,2.929229278,2.940298088,3.426237524,3.505057826,2.838525465,3.842106914,3.758123961
SCO1330,6.217715806,6.458446203,6.704162375,6.35195641,6.525770262,6.62958412,6.492332254,6.738180739,6.823893661
SCO1331,9.150944471,9.818469513,10.30576726,10.45704705,10.38757779,10.32096188,10.29518067,10.37224476,10.38545258
SCO1332,4.719268245,4.554791599,6.304117466,5.669455729,5.907189544,5.753570371,6.07211069,5.966012501,5.63078762
SCO1333,5.4997995,6.282567826,6.341048262,5.986882437,6.648508248,6.514646097,6.118552978,6.486312874,6.471401278
SCO1334,5.901267015,5.79462781,4.015556952,4.396941176,4.378041339,4.535767493,4.235573469,4.514685635,4.90541998
SCO1335,8.371646119,8.340883716,7.792386712,8.040177035,7.465986365,7.778852949,7.868327304,7.534204493,7.514606098
SCO1336,8.694684629,8.769433104,9.056529964,8.900829296,9.000432897,8.919306937,8.86565092,8.846352437,8.547024778
SCO1337,8.307412079,7.921380486,7.765111753,7.741335986,7.698175353,7.891631266,7.948862838,8.020838593,8.062498666
SCO1338,6.021229005,6.146419229,6.749387757,6.993030841,7.308578685,6.886331046,7.145205203,7.339433383,6.295887466
SCO1339,6.162465851,5.911728098,5.271787078,5.883096407,5.911516204,5.778697713,5.905478507,6.023960893,5.716535956
SCO1340,9.646960465,9.434074467,9.062234401,9.683762424,8.730120406,8.896948843,8.997298937,9.070823984,9.433722404
SCO1341,6.652252778,6.593109646,4.8989535,5.718239255,5.049015015,5.663393687,5.244394341,5.738876293,5.700676269
SCO1342,9.089396975,8.937983117,8.083005156,7.812343029,7.290588067,7.663612175,7.8741604,7.658132842,8.146287626
SCO1343,10.59933654,10.53921139,10.26718593,9.677292946,9.339156598,9.495660616,9.559363373,9.427750237,9.625701514
SCO1344,8.880613472,8.028407942,8.450693293,8.051348429,8.772964901,8.59702485,8.626637187,8.451263117,8.393060577
SCO1345,8.829721933,8.184597684,7.795183876,7.935002114,8.122137421,8.527002252,8.549366674,8.253966878,8.437485075
SCO1346,9.087812548,8.445306487,8.137917998,8.301998557,8.502568968,8.853302488,8.913353555,8.606482088,8.89409029
SCO1347,5.247213358,5.475901707,5.085897546,5.430793287,5.644675612,5.526685241,5.649691276,5.768694486,5.255581379
SCO1348,6.84328326,6.858207915,5.917151272,6.390334329,5.868664318,6.316163686,6.373022388,6.324488748,6.714520078
SCO1349,9.243514894,9.069472285,8.974676019,8.880609549,8.720786664,8.865517559,8.977386919,8.73093591,8.99061267
SCO1350,2.79589606,2.125536025,4.805804214,3.92579978,5.002658587,4.657209393,4.761878058,4.804967505,4.584316473
SCO1351,7.018391858,7.012324741,7.925314566,8.043656295,8.470035218,7.882297096,8.087408193,8.127025448,7.365959965
SCO1352,7.977372209,8.166942798,8.355757812,8.157733937,8.247104753,8.182006687,8.244455934,8.30690116,8.014521445
SCO1353,6.381348506,6.655458502,6.185141821,6.12688299,6.084828747,6.031607889,6.142277063,6.268967776,6.295149376
SCO1354,2.004021202,3.510148252,3.990209012,2.745281572,4.173508242,3.309988966,4.095429704,4.053138209,3.698792955
SCO1355,5.529288223,5.143461611,6.996399916,6.42579197,7.04766524,6.829178508,6.598722574,6.527607679,6.387673793
SCO1356,6.863669232,6.506896322,5.185464101,6.246954629,5.990365505,6.470833785,6.440624918,6.467526643,7.092135931
SCO1357,7.18406768,6.554205723,5.766113872,6.110498427,6.094903332,6.367466273,6.47113704,6.784013729,7.216211787
SCO1358,7.410519178,6.906845898,6.856777411,6.752099328,6.647775469,6.856682824,6.989705141,6.969882755,6.896612211
SCO1359,7.166890028,5.742008266,6.740632624,6.373079527,6.456786731,6.043536855,6.107709454,6.37369622,5.947999783
SCO1360,8.498251374,7.894741287,7.708573211,7.809746712,7.836551984,7.841718926,7.937893685,8.006018181,7.674590443
SCO1361,8.219994981,7.549986105,6.987798075,6.805920731,6.522116747,6.97266882,6.948095752,6.969902971,7.220331242
SCO1362,6.561623413,6.05299335,6.148256991,5.862695521,5.600546604,5.549079934,5.837711853,5.853405073,5.65130816
SCO1363,7.36154383,7.513644929,7.285755785,7.5097628,7.476479683,7.465936309,7.40544273,7.632904608,7.383621567
SCO1364,8.603035186,8.97835918,9.155691093,9.988077018,10.42045129,10.72818558,10.56448378,10.07254856,10.24301577
SCO1365,3.250088104,3.736264854,2.983660339,3.163514329,2.269438786,2.957746493,2.581360279,2.18925456,3.198917408
SCO1366,8.720941381,10.96163863,10.89028041,12.02382604,10.57463071,11.72452416,12.76848452,12.79314142,13.03842288
SCO1367,4.026198276,8.147761038,7.726915485,9.194991739,7.609218062,6.99438642,6.362131444,6.02682144,5.351962007
SCO1368,5.069647909,9.347278799,9.961139429,11.18222478,9.935954332,9.18662801,8.514897261,8.010820628,7.741576533
SCO1369,6.335926907,8.203756619,7.604330586,8.99053227,7.992481378,7.443858245,7.254055441,7.346848894,6.710584625
SCO1370,6.363649123,8.332079008,7.495572696,8.539097462,7.256089393,6.914506437,6.65616689,6.679579375,6.401511616
SCO1371,7.086906452,7.371039897,7.169438746,7.377691134,7.121218425,6.883634375,6.879107385,6.887392441,6.623026235
SCO1372,8.260959716,8.005578962,7.935585892,8.113213075,7.952425474,8.157399641,7.987060045,8.062757483,8.06321915
SCO1373,7.944148434,7.740922862,8.08400583,9.137969443,9.023776655,9.255450703,9.256449346,9.099199106,9.070254684
SCO1374,8.141293743,7.32920539,6.595810212,7.792061602,7.359779516,7.863070226,7.937842611,7.91587485,8.34381442
SCO1375,9.493293815,10.32760622,10.73408979,12.00922725,12.50456113,12.4112711,12.28044397,12.05725288,12.23710345
SCO1376,10.77468264,10.35959492,10.51037677,11.02299537,11.32774291,11.40359672,11.40867857,11.16451078,11.21342949
SCO1377,6.766877983,6.649507225,5.631280159,6.228410319,5.914679249,6.195325892,6.13677411,6.231552801,6.578642909
SCO1378,10.48088395,10.35861449,10.80633941,10.60435719,10.91140905,10.920774,10.86519341,10.97178633,10.76752506
SCO1379,3.931962006,4.582503083,4.80063835,4.878317632,4.199786331,4.364774964,3.722632591,4.229785036,4.799601518
SCO1380,9.203869649,9.607981908,9.569433487,9.885538571,9.689312615,9.659540606,9.739057685,9.784720357,9.802265598
SCO1381,11.06369378,11.25500574,11.10156822,11.90154032,11.5798536,11.33511264,11.33313756,11.31004795,11.47184575
SCO1382,10.76741576,10.72448873,10.31793555,10.41449559,10.16929627,10.21705657,10.33656935,10.21580809,10.44296153
SCO1383,10.61292332,10.72731792,10.4506268,9.855549695,9.484712387,9.677442266,9.631712262,9.516076241,9.598117705
SCO1384,12.43257956,12.71486578,12.60068325,12.19227858,12.19934841,12.06212361,12.08085683,11.96289148,11.94321463
SCO1385,10.13259545,10.45818684,10.39622804,10.52182296,10.3626143,10.36603746,10.39200223,10.06583131,10.07717673
SCO1386,9.146144901,9.297265001,8.73599439,8.350495535,7.744073807,8.262669273,8.340714021,8.167430216,8.573502079
SCO1387,10.67923405,10.73802277,10.55595626,10.02682054,10.06127911,10.16653516,10.26895214,10.10164679,10.16609052
SCO1388,11.92743663,11.68490382,11.59328661,11.99009601,12.29336697,12.54410707,12.58869,12.46736624,12.45268671
SCO1389,9.859953707,9.640356858,9.303023594,8.995981933,8.570677161,8.947680025,9.037058639,8.805724649,9.122063469
SCO1390,9.855421681,9.611131994,9.05989209,9.650305254,9.314001275,9.698697938,9.726238563,9.700409587,9.990564925
SCO1391,11.49469835,11.3474238,11.24346084,11.64349759,11.61547852,11.81137547,11.83508291,11.86186094,11.89494714
SCO1392,6.101257296,6.070711602,6.181574843,6.137714029,6.349232514,6.52660337,6.522898231,6.953562127,6.979786966
SCO1393,8.189675197,7.931159978,8.602925253,8.274475155,8.542593543,8.3260283,8.241175522,8.3624803,8.171375479
SCO1394,7.873803646,8.062130052,8.890574245,11.84087018,11.11352357,11.07740286,11.00585693,11.11311145,10.94810313
SCO1395,8.373458245,7.962970848,6.864446646,6.730823494,6.419913817,7.078915605,7.03481161,7.004685637,7.325742317
SCO1396,6.244648446,5.591248505,5.649805207,5.614837885,5.577267093,5.569191105,5.64163824,5.516021996,5.660024923
SCO1397,7.541698803,7.186028194,6.855931186,11.61668236,11.3056458,11.31718703,11.35388721,11.34995947,11.45092599
SCO1398,6.027598562,5.765792722,5.481772259,9.572497137,8.708655872,8.864932168,8.81589942,8.899790589,9.127741452
SCO1399,10.44847725,9.48903093,8.77165322,8.605672493,8.556002733,8.973566431,9.194301055,8.901748182,9.037350078
SCO1400,9.836510765,9.051136196,7.755226059,7.779380634,7.580496123,8.201949391,8.221421313,8.140523399,8.475638706
SCO1401,10.20706449,9.292167647,8.140365773,8.096751644,7.872881763,8.463170169,8.629868184,8.309384732,8.737342485
SCO1402,10.70871678,9.777310666,9.677476406,9.270217709,9.76137932,9.640025251,9.647716106,9.698612598,9.315760609
SCO1403,9.44124852,10.30761835,9.931909752,10.73361832,10.6233387,11.01158394,11.31239271,10.92072148,11.08264688
SCO1404,8.199333992,7.910435946,8.768971785,8.434344916,8.907840178,8.322528546,8.409585079,8.658523362,7.812936359
SCO1405,7.419426779,6.881743288,7.71636489,7.472685438,7.732133267,7.565594678,7.501638874,7.74502057,7.233643802
SCO1406,10.12583745,9.728019459,9.56819093,9.371192148,8.839688226,8.849658385,8.85895296,8.770568428,8.868524358
SCO1407,9.051490281,8.956815669,9.641542538,9.401924416,9.962434716,9.553631368,9.576620666,9.816979594,9.268968668
SCO1408,7.441907367,7.434793532,6.931602937,7.241774497,7.024750352,7.466387368,7.416874575,7.732580836,7.819987722
SCO1409,8.935578473,8.929329357,8.876955535,8.354328375,8.784852345,8.812587514,8.714045693,8.938881057,8.902206741
SCO1410,9.650194277,9.648237151,9.236010408,8.772849748,8.416164652,8.76007533,8.918763356,8.883916316,9.046154217
SCO1411,8.864538354,8.06678035,8.392389162,7.70635118,8.547848155,8.714104948,9.070458131,9.270269082,9.343234967
SCO1412,7.591783491,6.910069048,6.794994535,6.695979216,7.183398661,7.446329962,7.730441927,8.064593449,8.121773396
SCO1413,9.393830106,9.384090216,9.609889191,9.8509118,9.27402994,8.995928079,9.061759431,9.098609107,9.073021507
SCO1414,8.88308396,8.910631924,8.12898728,8.185280882,7.570362314,7.909741053,8.08187922,7.871645817,8.307148929
SCO1415,2.356539682,2.608509976,1.753586514,2.903729261,2.077515772,2.306846826,1.295532094,2.190790321,2.45512009
SCO1416,5.812150393,6.126131043,7.610853205,7.51182846,7.852116353,7.377431638,7.498370774,7.55189029,6.901823044
SCO1417,8.599574476,8.745815404,8.494961461,8.371268711,8.492760577,8.561106247,8.467049726,8.478035859,8.21024858
SCO1418,6.987221268,6.869394875,6.540768215,6.359105995,6.135442377,6.059894384,5.944754359,5.888884902,5.853747391
SCO1419,8.083611273,8.285858675,7.558662361,9.787730926,9.206783379,9.306605942,9.384816384,9.324393707,9.455696388
SCO1420,8.681566365,8.727255074,8.921516876,9.420391253,9.205112897,9.053952819,8.946077349,8.884579337,8.578068563
SCO1421,12.62985886,13.09504871,12.6280903,12.88392197,13.04909663,13.21533147,13.26652879,13.14247672,13.3349046
SCO1422,10.04716746,10.30661118,10.29193739,10.45406676,10.43890649,10.62980805,10.59518202,10.4259923,10.56403801
SCO1423,11.69529446,11.6986335,11.66762645,11.36781178,11.27855022,11.26534208,11.38186385,11.2611198,11.32534267
SCO1424,7.899443653,7.785383191,7.425287382,7.670642104,7.894331554,7.958676241,8.008854512,8.281232353,7.856801772
SCO1425,8.402104347,7.963948473,7.059195069,6.930624066,6.395100026,6.898067201,6.728319343,6.782968312,7.243210117
SCO1426,8.920197023,8.616279431,7.865941094,9.789088765,9.870079193,10.2136912,10.24389864,9.860345601,9.893045146
SCO1427,6.563769584,7.232817,6.626074036,6.627298349,6.248751688,6.79381539,6.504937991,6.655958495,7.21308224
SCO1428,8.616144636,8.029878351,8.346184727,8.532184067,8.773743026,9.090443605,9.149833829,8.893176321,8.877532103
SCO1429,5.595465388,5.139415276,6.285108221,5.337525569,5.971911403,5.711113755,5.781475054,5.473468868,5.783141658
SCO1430,9.194438738,8.991602176,8.620591548,8.976717136,8.584898048,8.814888835,8.861853943,8.654704804,9.083816759
SCO1431,6.890527975,7.247054173,6.069347054,7.272934063,6.416370933,7.117443641,6.861717101,6.874559,7.649943348
SCO1432,7.547916362,7.98041798,8.015436493,8.841066838,8.568369611,8.767749768,8.718234282,8.761602558,8.905082079
SCO1433,6.82455021,6.572454582,5.766536415,6.022100073,5.933459992,5.820622462,5.682150497,5.932818642,5.503524967
SCO1434,11.06647018,11.13839093,11.26409512,11.05025559,11.1142567,11.13726375,11.18638173,11.04355114,11.0111633
SCO1435,8.485783605,8.272505463,8.142375777,7.61035078,7.608564403,7.771276262,7.655308417,7.810101825,7.750060536
SCO1436,8.226169222,7.925455675,8.230265986,7.935050867,8.256095689,8.123485189,8.068929581,8.3048219,8.073854259
SCO1437,8.681068201,8.292787079,7.433990033,7.292233721,6.86867157,7.300867714,7.156568375,7.20848243,7.621981384
SCO1438,10.73397995,10.41182927,10.25920651,9.918448379,9.701387297,9.908251365,9.94703296,10.03991322,10.09679042
SCO1439,9.835269449,9.515607043,8.91671007,8.859339435,7.948017169,8.466438038,8.683319286,8.344836404,9.051917545
SCO1440,9.251873844,8.42340085,8.577361376,8.807177595,7.608263531,8.034580651,8.099435321,8.450489674,9.018781643
SCO1441,8.400990245,7.665155163,8.340776908,8.22253075,7.927638339,7.849324127,7.962700372,8.407668316,8.345895247
SCO1442,8.176841407,7.29674721,7.375375438,7.703071367,6.717089091,7.135284165,7.116301665,7.33333404,8.08181841
SCO1443,11.713767,11.42069374,11.28529337,10.90413452,10.38604387,9.998864352,10.18757937,10.04953159,10.35720453
SCO1444,6.815535497,6.550826312,8.109462949,7.46170735,7.934381815,7.477370711,7.530130702,7.503671845,7.167557612
SCO1445,6.875541937,6.759286644,6.057037926,6.74377775,6.565525047,6.705984066,6.518204307,6.627600305,6.58300968
SCO1446,5.132876626,5.06931503,4.674349026,5.148124875,4.762502951,4.432751877,4.383130492,4.680425998,4.160266064
SCO1447,7.799736607,7.687499375,7.587825559,7.349204789,7.600464265,7.443711474,7.51350114,7.800936543,7.551546034
SCO1448,6.120300936,6.402407927,7.013418448,7.114821624,7.039748047,6.938326908,6.803331993,7.189745516,6.251798161
SCO1449,7.260532995,6.395939652,5.684279067,5.554715763,5.554383652,5.732617174,5.359271565,5.571436236,5.535148055
SCO1450,9.192073418,8.745803425,9.056245025,8.396328731,8.577668884,8.659866242,8.555905667,8.63097143,8.494999593
SCO1451,7.117991927,7.333200851,7.413456935,8.169625899,8.644500072,8.851973352,8.954368211,8.880623375,8.869704074
SCO1452,7.285692794,7.324077856,6.879431853,6.696036824,6.41283543,6.480573822,6.542293777,6.875796705,6.769371212
SCO1453,8.205804148,8.454510874,7.883863721,9.022328502,8.856627943,9.166974991,9.333497404,9.266852568,9.293468149
SCO1454,7.022140581,6.953493713,7.81126667,7.459036156,7.64662664,7.631203511,7.695024899,7.679125335,7.646045276
SCO1455,6.129128262,6.048603727,6.442531537,7.168217393,6.752903957,6.786019947,7.017584865,6.687590866,6.585830497
SCO1456,1.236974422,0.426289819,2.070499665,2.464952965,3.006622992,3.555613573,3.736557017,3.948335536,3.061820239
SCO1457,7.993862101,7.863862026,7.975130275,7.871705255,7.852327407,7.336941266,7.46658479,7.40502471,7.168062587
SCO1458,7.843078047,7.376205443,6.62865656,6.529332398,6.184843165,6.508669869,6.214769129,6.165704464,6.669695443
SCO1459,6.36392177,5.963127529,7.24826412,6.675794652,7.260063772,7.015033995,7.136139462,7.007478558,6.613616688
SCO1460,6.452964445,6.118939041,5.216496785,5.703861137,5.400719105,5.817794224,5.525754993,5.74020922,5.800212941
SCO1461,9.732908354,9.036472868,9.199916734,10.39501811,10.10289956,10.01794259,9.906004844,10.00288019,10.04366275
SCO1462,9.616511728,9.316071066,8.71064903,10.79065333,10.20351336,10.35438963,10.33578078,10.33963361,10.43232238
SCO1463,11.34629229,11.11217786,11.10037053,13.10390796,12.65934433,12.50914279,12.41488913,12.36034211,12.37383033
SCO1464,9.554696614,9.292376935,8.88753473,8.80853607,8.661474521,8.763334743,8.896943656,8.642114492,9.030027724
SCO1465,7.986826118,7.92638472,7.93008863,8.294436052,8.605381051,8.613320793,8.593347935,8.478758203,8.557211662
SCO1466,7.222375955,7.105683555,6.93071541,7.182470243,7.470300114,7.710777341,7.686302569,7.744448284,7.762560842
SCO1467,7.749852772,7.688276024,7.462085184,8.004403501,8.3254625,8.57990571,8.483611339,8.34610903,8.326983028
SCO1468,7.903858453,7.940826618,8.298829537,8.313152942,9.13174836,8.976900204,9.010499702,9.001840393,8.647591922
SCO1469,10.41605389,10.47088993,10.47354058,10.46294132,10.89823221,10.87444149,10.78274818,10.70131627,10.5359888
SCO1470,9.192636904,9.85187937,9.205021307,9.261748935,9.173624819,9.312438143,9.246751175,8.913897774,9.215319994
SCO1471,0.818362999,0.062248843,0.062248843,0.274093198,0.062248843,0.435136287,0.316912661,0.249033678,0.047053963
SCO1472,10.18128925,10.07734117,10.01967974,9.694515197,9.821719265,9.804866174,9.743272558,9.658512851,9.563008674
SCO1473,8.615571918,8.303182585,8.032571387,7.994149799,8.125182484,8.258069477,8.388566291,8.31188449,8.169903387
SCO1474,7.214139503,9.563360057,9.469641882,8.907014212,8.576353308,8.833626692,8.706493194,8.775463886,9.112764663
SCO1475,8.770005735,8.563957944,8.448772437,8.914705191,9.047920661,8.949934989,9.122372308,9.020900588,8.610110306
SCO1476,13.01416719,12.54265743,12.42119142,12.66387087,12.71061303,12.56765867,12.55367175,12.56179932,12.44680489
SCO1477,9.386016264,9.099782689,8.949217236,8.877754323,8.767112589,9.032460084,9.113183558,9.143421735,9.158545266
SCO1478,12.34982544,12.36543146,12.31081972,11.91390966,11.89969725,11.92354778,11.94695467,11.87720414,11.84806412
SCO1479,12.40841447,12.73009887,12.85366268,12.72213607,12.47778883,12.43407552,12.42275765,12.44573867,12.46555357
SCO1480,13.03660797,13.53763697,13.71132594,14.11587229,13.73696217,13.62920652,13.60480228,13.65998927,13.65723685
SCO1481,9.468936439,8.415099489,8.257374513,7.53136452,7.600238846,8.20465435,8.177805109,8.156017793,8.124626782
SCO1482,8.770055388,7.856466656,8.065212389,7.12833005,7.52423517,7.652337251,7.710086112,7.776692198,7.585947606
SCO1483,11.00753397,9.947298601,10.56992248,9.246099963,9.819145225,10.00217706,10.02230675,10.1608306,9.809377103
SCO1484,9.810281325,8.900560357,8.990398241,7.503340276,7.747769711,8.396253581,8.399970777,8.398037258,8.436491853
SCO1485,9.710052706,8.840074397,8.369536283,7.631108109,7.299157253,7.90948678,8.074087301,7.933057761,8.242389592
SCO1486,10.15397385,9.301496326,9.368864158,7.754728347,8.039263775,8.764637897,8.74959239,8.643692538,8.468054466
SCO1487,9.007483385,8.115195377,7.999943662,6.52299694,7.07998695,7.740301472,7.423238196,7.287828549,7.26768873
SCO1488,10.92114882,10.53065206,10.23493505,8.898741798,8.778738797,9.435642808,9.574828871,9.295613103,9.414056082
SCO1489,11.80335789,11.54940842,11.41703994,11.13678719,11.05663557,11.10729039,11.16504696,11.08268955,11.09074623
